CountryName,CountryCode,Year,PopulationFemale,PopulationFemalePercentOfTotal,LaborForceFemale,LaborForceFemalePercentOfTotalLaborForce,LaborForceTotal,ProportionOfSeatsHeldByWomenInNationalParliamentsPercent
Russian Federation,RUS,2013,76895447,53.5830967249368,37558708,48.8495674206398,76886470,13.6
Rwanda,RWA,2013,5780024,52.1752521530101,2991270,54.0192002773855,5537420,63.8
Samoa,WSM,2013,92226,48.4405693576343,13529,27.5069128171763,49184,4.1
Sao Tome and Principe,STP,2013,91615,50.2313774083537,23887,37.6007429794736,63528,18.2
Saudi Arabia,SAU,2013,13129364,43.4732023067674,1782062,15.16529769584,11750920,19.9
Senegal,SEN,2013,7247388,50.96242954366,2752994,44.9970465005363,6118166,42.7
Serbia,SRB,2013,3665526,51.1649709290129,1372121,43.8592689125619,3128463,33.2
Sierra Leone,SLE,2013,3123890,50.5577162385482,1178653,49.6721683164311,2372864,12.4
Singapore,SGP,2013,2735696,50.6685372771812,1356578,44.2372585107396,3066596,24.2
Slovak Republic,SVK,2013,2789333,51.5265104936294,1222070,44.6637871991123,2736154,18.7
Slovenia,SVN,2013,1038254,50.4018512034227,467688,45.9763064064717,1017237,32.2
Solomon Islands,SLB,2013,276114,49.2458332218625,89301,40.1140069536156,222618,2
Somalia,SOM,2013,5160392,50.2562631249211,1024197,33.6524443436818,3043455,13.8
South Africa,ZAF,2013,27048998,50.8846415166489,8568131,44.1478667111368,19407803,42.3
Spain,ESP,2013,23680291,50.7942249605281,10667438,45.5485652577564,23419921,36
Sri Lanka,LKA,2013,10582467,51.6646339659874,2823032,33.4047095018341,8451000,5.8
St. Lucia,LCA,2013,92801,50.9042538602891,44619,46.5105855128058,95933,16.7
St. Vincent and the Grenadines,VCT,2013,54142,49.5229906610444,22557,41.1939807881953,54758,13
Sudan,SDN,2013,19185097,49.8118906366452,3559860,29.3725455735855,12119685,24.6
Suriname,SUR,2013,266050,49.873465179492,78764,37.3660989610513,210790,11.8
Swaziland,SWZ,2013,633606,50.6625002698616,174929,39.2127809335085,446102,6.2
Sweden,SWE,2013,4808863,50.0903499255578,2426363,47.4042347178405,5118452,44.7
Switzerland,CHE,2013,4091510,50.5790014409909,2169242,46.1451997009087,4700905,29
Syrian Arab Republic,SYR,2013,10763653,49.3985408687126,928127,15.4047816007096,6024928,12
Tajikistan,TJK,2013,4011983,49.4580303933952,1550836,43.346963029879,3577727,19
Tanzania,TZA,2013,25269132,50.3234262480673,12304009,50.2078888271492,24506127,36
Thailand,THA,2013,34176338,50.6680763527862,18115739,45.4330522442486,39873480,15.8
Timor-Leste,TMP,2013,580758,49.2139040037545,83401,32.100271732855,259814,38.5
Togo,TGO,2013,3509332,50.6490738042631,1642680,50.9731468442934,3222638,15.4
Tonga,TON,2013,52447,49.8834875735931,18009,42.6480687711654,42227,3.6
Trinidad and Tobago,TTO,2013,682071,50.5897317984929,288396,42.1109501670444,684848,28.6
Tunisia,TUN,2013,5500925,50.5297888204537,1070603,26.9126708149167,3978063,26.7
Turkey,TUR,2013,38143029,50.8504546732543,8387606,30.6623607690516,27354730,14.4
Turkmenistan,TKM,2013,2662838,50.8166656743169,903947,39.221809298804,2304705,16.8
Uganda,UGA,2013,18298463,50.0321805032714,7196708,49.3309412419769,14588629,35
Ukraine,UKR,2013,24446088,53.7399504233469,11315671,48.912484695493,23134525,9.4
United Arab Emirates,ARE,2013,2339904,25.88395679724,810554,13.0061281177929,6232093,17.5
United Kingdom,GBR,2013,32546880,50.7697943328044,15041721,45.9131558007993,32761244,22.5
United States,USA,2013,159732738,50.4688732530483,73200132,45.7926579375133,159851241,17.9
Uruguay,URY,2013,1763941,51.7593029748803,778359,44.4678234013392,1750387,12.1
Uzbekistan,UZB,2013,15370361,50.8225348074582,5357374,40.2709246481896,13303330,22
Vanuatu,VUT,2013,124835,49.3097387079573,49084,43.5860550198022,112614,0
Venezuela-RB,VEN,2013,15187536,50.1635401849878,5586978,39.7644415525887,14050186,17
Vietnam,VNM,2013,45360144,50.5637054443466,25849221,48.3672194118077,53443678,24.4
Virgin Islands (U.S.),VIR,2013,54781,52.302997193075,23912,45.842679396484,52161,NULL
West Bank and Gaza,WBG,2013,2055588,49.3005179998556,187740,18.5187011854573,1013786,NULL
Yemen-Rep.,YEM,2013,12633825,49.4799578133848,1904530,25.9360174180526,7343186,0.3
Zambia,ZMB,2013,7635705,50.0830508236671,3021801,46.5102186847639,6497069,11.5
Zimbabwe,ZWE,2013,7551328,50.6865442903695,3722236,49.4124578139015,7532991,31.5
Arab World,ARB,2012,178056193,48.2649095266465,27206251,22.0886559901221,123168440,14.8720183486239
Caribbean small states,CSS,2012,3431565,50.376970771363,1349725,42.8272709821025,3151555,16.1826966292135
Central Europe and the Baltics,CEB,2012,53732800,51.6983057006136,22574302,45.4026158308937,49720262,19.2579250720461
East Asia & Pacific (all income levels),EAS,2012,1087113180,49.1809483232769,537924556,43.4623155153259,1237680385,17.8907131420126
East Asia & Pacific (developing only),EAP,2012,975572422,48.9841479032061,489614099,43.5355307701333,1124631056,18.1885062419285
Euro area,EMU,2012,171919991,51.1378257894474,73675699,45.3916259200959,162311205,27.4312427678778
Europe & Central Asia (all income levels),ECS,2012,460968175,51.6327826560159,195358358,45.2438634447731,431789725,23.7525524444044
Europe & Central Asia (developing only),ECA,2012,133343040,51.5355996782971,48465725,42.2097872601109,114821061,17.8574480369515
European Union,EUU,2012,258358636,51.1473117308463,111658836,45.4771123367252,245527532,25.7243875884594
Fragile and conflict affected situations,FCS,2012,224217680,49.9553509282644,67164621,40.4447973613019,166064925,14.794455201549
Heavily indebted poor countries (HIPC),HPC,2012,332892461,50.1220413524698,125213004,45.5419181982538,274940123,21.4993286542569
High income,HIC,2012,689037471,50.7200251733052,301231322,44.23647038758,680956942,23.5646494798734
High income: nonOECD,NOC,2012,150589421,50.2997993314621,62118554,41.45703297819,149838394,17.5751349107514
High income: OECD,OEC,2012,538448050,50.8388104288314,239112768,45.0206012292747,531118547,25.2334836918806
Latin America & Caribbean (all income levels),LCN,2012,309557947,50.5535451331966,122541164,41.3902719320146,296062716,24.491487326638
Latin America & Caribbean (developing only),LAC,2012,259372125,50.5091162888246,104185321,41.5515349485247,250737596,24.9637621430674
Least developed countries: UN classification,LDC,2012,445527891,50.1383650860499,172617237,44.9489830513947,384029241,21.2661404526988
Low & middle income,LMY,2012,2811559044,49.2839455177765,1002523640,38.4454706897974,2607650841,19.6480231506602
Low income,LIC,2012,296439683,50.2978786628111,120756029,47.355232136013,255000395,22.0739979138727
Lower middle income,LMC,2012,1369714620,49.0603542587634,363574163,32.3746538471914,1123021007,15.1099155892724
Middle East & North Africa (all income levels),MEA,2012,193938542,48.3463003511121,28896184,21.1031893268733,136928047,13.1462991718427
Middle East & North Africa (developing only),MNA,2012,170790623,49.6409306578011,23689937,21.4698292644743,110340599,14.1653480527446
Middle income,MIC,2012,2515119361,49.1671268574313,881767611,37.4797544721863,2352650446,18.8703066781313
North America,NAC,2012,176117699,50.4828509196098,82285420,46.0665948867108,178622753,20.7811320754717
OECD members,OED,2012,637491573,50.7840758718346,267177268,43.6960429993615,611444985,25.2040738448845
Other small states,OSS,2012,10091105,50.1272526748266,3597496,43.7305567468271,8226503,17.1305426356589
Pacific island small states,PSS,2012,1069478,49.1799042041291,280895,37.0184647540778,758797,NULL
Small states,SST,2012,14592148,50.114919703689,5228116,43.0763617859518,12136856,14.8680569185476
South Asia,SAS,2012,811089394,48.4254646615727,171167127,26.4566556999255,646971895,20.3409221902017
Sub-Saharan Africa (all income levels),SSF,2012,461811578,50.0424089358601,165582154,45.924591497708,360552262,21.3823543659925
Sub-Saharan Africa (developing only),SSA,2012,461391440,50.0436283947714,165401431,45.9258801464731,360148635,21.4341538461538
Upper middle income,UMC,2012,1145404741,49.2954209995564,518193449,42.1422446929558,1229629439,21.9107818574514
World,WLD,2012,3500596515,49.5601511151099,1303754962,39.6445864579069,3288607783,20.766842377261
Afghanistan,AFG,2012,14436536,48.5640383192232,1209698,15.8645443437501,7625167,27.7
Albania,ALB,2012,1446511,49.8712971683294,525598,41.0724514235925,1279685,15.7
Algeria,DZA,2012,18592558,49.6603700692321,2026539,17.1129602529275,11842130,31.6
Angola,AGO,2012,11438735,50.4228182842779,3785555,46.0223101927937,8225478,34.1
Argentina,ARG,2012,21503116,51.0820800003345,7668775,40.3235877509657,19018087,37.4
Armenia,ARM,2012,1498376,50.3091152484657,668642,44.2331787540602,1511630,10.7
Australia,AUS,2012,11361623,49.9889814557179,5453716,45.3050733691318,12037760,24.7
Austria,AUT,2012,4309772,51.1242831125908,2028432,46.1817868044297,4392277,27.9
Azerbaijan,AZE,2012,4678647,50.3308505698406,2326581,48.9830553793481,4749767,16
Bahamas-The,BHS,2012,190236,51.0854270277238,104300,48.3295491404476,215810,13.2
Bahrain,BHR,2012,501873,37.6335974600642,145436,19.4502843264699,747732,10
Bangladesh,BGD,2012,76841365,49.4928882192253,30515317,40.2437332460742,75826258,19.7
Barbados,BRB,2012,146530,52.0384970523475,78783,48.7995688854202,161442,10
Belarus,BLR,2012,5065315,53.521929599971,2180347,48.7350789337925,4473876,26.6
Belgium,BEL,2012,5669578,50.9476357326278,2229553,45.4524475138133,4905243,38
Belize,BLZ,2012,168537,50.0544984214762,54671,37.6978982789056,145024,3.1
Benin,BEN,2012,5043792,50.1880237919352,1958930,46.9823381827522,4169503,8.4
Bhutan,BTN,2012,344287,46.2931165466156,158543,41.4746314729311,382265,8.5
Bolivia,BOL,2012,5109041,49.8990112281153,2184743,44.5328434212259,4905914,25.4
Bosnia and Herzegovina,BIH,2012,1922496,50.2164470503359,564914,38.0194568110616,1485855,21.4
Botswana,BWA,2012,1067289,50.0411661170037,519024,47.0661207611845,1102755,7.9
Brazil,BRA,2012,102776771,50.7786396572865,46744449,43.7059575124652,106952122,8.6
Brunei Darussalam,BRN,2012,196143,48.3692221191975,78592,39.8034945555837,197450,NULL
Bulgaria,BGR,2012,3751807,51.3531900980607,1559377,46.6225927076454,3344681,22.9
Burkina Faso,BFA,2012,8370557,50.4529645412796,3537012,47.417472495077,7459301,15.7
Burundi,BDI,2012,5127416,50.64328645201,2393602,51.4741716473807,4650103,30.5
Cabo Verde,CPV,2012,254041,50.7199472917124,90800,39.0347916926397,232613,20.8
Cambodia,KHM,2012,7601337,51.2486941466419,4133336,50.0352203337839,8260853,20.3
Cameroon,CMR,2012,10833421,50.0169763939018,3940711,45.6398842855485,8634358,13.9
Canada,CAN,2012,17516178,50.4000140414673,9094593,47.1390548245781,19293117,24.7
Central African Republic,CAF,2012,2343424,50.7289533499297,1026899,47.0590472698944,2182150,12.5
Chad,TCD,2012,6353136,49.9638511057205,2112661,44.9857632240612,4696288,14.9
Channel Islands,CHI,2012,81384,50.4437943174493,36222,44.7881890347949,80874,NULL
Chile,CHL,2012,8812057,50.6776831063079,3433432,40.6463868334115,8447078,14.2
China,CHN,2012,655146844,48.5044250300559,349567352,43.9230449556581,795863202,21.3
Colombia,COL,2012,23779628,50.7233609986882,9985792,42.4788006758805,23507707,12.1
Comoros,COM,2012,363724,49.576575557376,75800,30.319636164366,250003,3
Congo-Dem. Rep.,ZAR,2012,35267580,50.1735637881065,13491340,49.7922643497737,27095253,8.9
Congo-Rep.,COG,2012,2142662,49.9899211140529,847729,48.5981431638447,1744365,7.4
Costa Rica,CRI,2012,2323869,49.9311366978446,828626,37.0789206730199,2234763,38.6
